    SHOCK VIPER (v2) COBRA FIRE ASSAULT TROOPER 
    STORM SHADOW (v8) NINJA LEADER 
    STORM SHADOW (v10) NINJA LEADER 
    SURE FIRE (v2) MILITARY POLICE 
    WILD BILL (v5) HELICOPTER PILOT 
    ROADBLOCK (v8) ARMY MACHINE GUNNER 
    TOMAX (v3) CRIMSON STRIKE TEAM COMMANDER 

    COBRA B.A.T. (v3)  BATTLE ANDROID TROOPER (MARK III) 

    COBRA C.L.A.W.S. (v1) [COMBAT LIGHT ARMORED WEAPONS SPECIALIST] HEAVY WEAPONS TROOPER 
    COBRA C.L.A.W.S. (v2) [COMBAT LIGHT ARMORED WEAPONS SPECIALIST] HEAVY WEAPONS TROOPER 
    COBRA C.L.A.W.S. (v3) [COMBAT LIGHT ARMORED WEAPONS SPECIALIST] HELICOPTER PILOT 
    COBRA C.L.A.W.S. (v4) [COMBAT LIGHT ARMORED WEAPONS SPECIALIST] HEAVY WEAPONS TROOPER 

    COBRA MORAY (v1) COBRA UNDERWATER ELITE OPERATIONS 
    COBRA MORAY (v2) COBRA UNDERWATER ELITE OPERATIONS 
    COBRA MORAY (v3) COBRA UNDERWATER ELITE OPERATIONS 

    COBRA SNOW SERPENT (v5) COBRA POLAR ASSAULT ARCTIC ENVIRONMENT COMBAT SPECIALIST 

    COBRA VIPER (v6)  COBRA INFANTRYMAN
    COBRA VIPER (v8)  COBRA INFANTRYMAN

    NEO-VIPER (v1) COBRA INFANTRY OFFICERS 
    NEO-VIPER (v2) COBRA INFANTRY OFFICERS
    NEO-VIPER (v3) COBRA INFANTRY OFFICERS  
    NEO-VIPER (v4) COBRA INFANTRY OFFICERS 
    NEO-VIPER COMMANDER (v1) NEO-VIPER LEADER 

    DESERT COBRA C.L.A.W.S. (v1) [COMBAT LIGHT ARMORED WEAPONS SPECIALIST] HEAVY WEAPONS TROOPER 

//



















AMBUSH,2017,"McMahon, Aaron",4,E-3,"Walnut, California","Camouflage, Concealment and Decoys Specialist",Infantry,NA,NA,male,White,GI Joe
ARCEE,2017,ARCEE,1,NA,CYBERTRON,"Combat,Advanced Scout",NA,NA,NA,female,White,GI Joe

